id,gender,age,visual_vividness,view_duration,lights,computer,emotion,hallucination_categorical,hallucination_description,emerge_time,hallucination_frequency,hallucination_intensity,hallucination_duration,consciousness_change,consciousness_description,hallucination_location,percent_missing,auditory_strength,gustatory_strength,haptic_strength,interoceptive_strength,olfactory_strength,visual_strength,foot_strength,hand_strength,head_strength,mouth_strength,torso_strength,perceptual_strength,action_strength,sensorimotor_strength,visual_vividness_z,description_length,visual_vividness_cat,visual_vividness_cat_reordered,visual_vividness_cat_reordered_codes,visual_vividness_cat_codes,visual_vividness_bicat
2917,Male,44,6,Less than 10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['mostly', 'radial', 'symmetry', 'generally', 'pattern', 'line', 'centered', 'middle', 'went', 'center', 'point', 'shifted', 'around', 'perceived', 'sweeping', 'line', 'angle', 'moving', 'across']",They began to emerge immediately,Constantly,"Clear, but not vivid","Constant, morphing from one image to the next","As if in a dreamlike state, Lost a sense of time",The state was similar to that of being on LSD in that I was constantly aware of my perceptions and the falseness thereof. There was an emotional effect of all ideas losing meaning (which is something I recognize because it is a frequent symptom of my depression). ,All over the screen,10.526315789473683,1.003462866352941,0.118574232,1.149280073882353,0.6335557099999999,0.159184802117647,3.516067492941177,1.253296158764706,1.6804375629411763,2.2085131948235293,0.7346924798823529,0.9441041495294118,3.516067492941177,2.442426568529412,3.589639254294118,0.2912456671831819,19,typical_imagery,typical_imagery,0,2,typical_imagery
2918,Male,28,1,Less than 10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Distortions (e.g., screen warping or rotating), Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['mostly', 'random', 'pattern', 'warping', 'nothing', 'complex', 'unusual']",A few seconds,"no ""images"" some circular patterns and warping",,,Became relaxed or sleepy,,,0.0,1.8417588088571428,0.5112364244285714,1.1533638015714285,1.3057791537142855,0.5299990171428571,2.9131210378571426,0.4904954962857143,1.0649733577142857,2.2626956047142857,0.8616099071428572,0.5116506251428571,2.9289940537142853,2.2626956047142857,3.1963290580000003,-1.298658456446869,7,aphantasia,aphantasia,1,0,aphantasia
2919,Male,33,8,Less than 10min.,No,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","['mostly', 'random', 'figure', 'pyramid']",A few seconds,Infrequently,"Weak, faint, or insubstantial",Persisting several seconds,"No change, fully alert in the here and now",,In the center,0.0,1.299363605,0.2076883384999999,1.27038183725,0.82722738225,0.346018232,3.4416064669999997,0.7388157895,1.13815789475,1.9625,0.675,0.86907894725,3.4416064669999997,1.9625,3.4416064669999997,0.9272073166352024,4,typical_imagery,typical_imagery,0,2,typical_imagery
2920,Male,38,8,10min.,Yes,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Complex environments (e.g., cityscapes, forests)","['mostly', 'random', 'geometric', 'pattern', 'flash', 'sometimes', 'line', 'travelling', 'across', 'sometimes', 'like', 'cityscape', 'scenery', 'silhouette', 'briefly', 'insubstantially', 'vivid', 'mental', 'picture', 'animal', 'face', 'body', 'movement', 'fleeting']","They began to emerge immediately, 1-2 minutes","Frequently, Constantly","Weak, faint, or insubstantial",Brief moment or flash,"No change, fully alert in the here and now, Became relaxed or sleepy","Somewhat more relaxed, almost distracted, but I also performed the experiment later at night so it might have been drowsiness kicking in a bit.",In the periphery,8.333333333333332,1.419852975090909,0.3303451924090909,1.1449864160909091,1.104993702181818,0.5396751683181819,3.476145943227273,0.969734138818182,1.3306426083181817,2.8850975275,1.0465887463636363,0.9142698826363638,3.6199144554090905,2.9583032690909095,3.804474675090909,0.9272073166352024,24,typical_imagery,typical_imagery,0,2,typical_imagery
2921,Male,63,0,10min.,Yes,Computer,"Somewhat enjoyable, but easy to stop","Distortions (e.g., screen warping or rotating), Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['mostly', 'random', 'moving', 'pattern', 'light', 'varying', 'intensity']","I never really saw ""impages"" other than red/black collages of color. ","The random pattern was intense at times and seemd ""alive"" but remained a red/black collage.",,,Blinking seemed to reset the experience right when it became relaxing when you start to fall into the experience. ,,,0.0,1.6939309057142855,0.2984126985714285,1.1045751634285714,1.0556956115714284,0.3322128852857143,3.234173669428571,1.1864093014285717,1.5264021920000002,2.6690637308571428,1.268469659142857,1.058136453,3.234173669428571,2.796913503,3.487451121571429,-1.6166392811728794,7,aphantasia,aphantasia,1,0,aphantasia
2922,Male,24,4,Less than 10min.,Yes,Computer,"Somewhat enjoyable, but easy to stop","Distortions (e.g., screen warping or rotating), Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex objects (e.g., animals, faces, buildings)","['mostly', 'red', 'black', 'lot', 'rotation', 'lot', 'feeling', 'like', 'colour', 'expand', 'altogether', 'occasional', 'snatch', 'dark', 'blue', 'could', 'briefly', 'make', 'shape', 'man', 'motorcycle', 'generally', 'actual', 'object', 'observing', 'contorting', 'changing', 'letting', 'whatever']",Never really started. ,1 or 2 times in the whole experience,"Weak, faint, or insubstantial",Brief moment or flash,"No change, fully alert in the here and now",,In the periphery,10.344827586206897,1.4305054896153846,0.4128600372692307,1.3772226827307692,1.1679014248076922,0.5243188076923078,3.2370301997307696,0.9340812608461536,1.618340646269231,2.7018978784999996,1.1061213897307691,0.9849547768846156,3.4635045445384613,2.8954570970769233,3.625648923153846,-0.3447159822688385,29,typical_imagery,typical_imagery,0,2,typical_imagery
2923,Male,59,6,10min.,Yes,Computer,No feeling about it one way or the other,Colors other than red and black,"['mostly', 'red', 'black', 'green', 'structure', 'middle', 'appeared', 'faded', 'recurrently']",1-2 minutes,Frequently,"Clear, vivid, and/or bright","Constant, morphing from one image to the next","No change, fully alert in the here and now",,In the center,11.11111111111111,0.787588190625,0.155516424125,0.542728226875,0.4932574214999999,0.200755366125,3.671402024625,0.4905224032499999,0.7713162288750001,2.344522930625,0.6132094943749999,0.520972397125,3.671402024625,2.344522930625,3.671402024625,0.2912456671831819,9,typical_imagery,typical_imagery,0,2,typical_imagery
2924,Female,51,6,Didn't time it,Yes,Computer,"Unpleasant, wanted it to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","['mostly', 'red', 'background', 'small', 'lime', 'green', 'triangle', 'pale', 'blue', 'speckle', 'black', 'scratch', 'mark', 'dark', 'teal', 'shadow', 'morphed', 'whole', 'thing', 'sometimes', 'blob', 'sometimes', 'butterfly', 'kind', 'shape']",They began to emerge immediately,Constantly,"Clear, but not vivid",Brief moment or flash,"No change, fully alert in the here and now",,All over the screen,4.0,0.7672651264166666,0.3882266669166666,1.11338162575,0.73389926775,0.3196139303333333,3.760635079750001,0.5632031815833335,1.3197092111249995,2.3799165907083335,0.8395421136250002,0.6141907474583334,3.800667759458333,2.688249924041666,3.80983631,0.2912456671831819,25,typical_imagery,typical_imagery,0,2,typical_imagery
2925,Male,54,1,10min.,Yes,Computer,No feeling about it one way or the other,No,"['mostly', 'red', 'flickering', 'page', 'occasional', 'small', 'green', 'spot', 'rate', 'flicker', 'seemed', 'vary', 'time', 'time']",,,,,"No change, fully alert in the here and now, Lost a sense of time",10 minutes went by very quickly,,7.142857142857142,0.9538959577692308,0.1869818778461538,0.7357833687692307,0.868416232923077,0.1890768588461538,3.252617119769231,0.4948950430769231,1.1830447159230766,2.439986655846154,0.864523110153846,0.4768072142307692,3.324142085923077,2.501525117384616,3.4484914208461537,-1.298658456446869,14,aphantasia,aphantasia,1,0,aphantasia
2926,Prefer not to say,54,2,Longer than 10min.,No,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex objects (e.g., animals, faces, buildings), helicopter","['mostly', 'red', 'spinning', 'light']",5-7 minutes,Infrequently,"Weak, faint, or insubstantial","Brief moment or flash, 1-2 seconds","No change, fully alert in the here and now",no change,"In the center, In the periphery",0.0,0.972385621,0.1375,0.91470588225,0.96111111125,0.151388889,3.8428104575,0.966146985,1.305484299,2.87982087575,0.697252322,1.0120503465,3.8428104575,2.87982087575,3.8428104575,-0.9806776317208588,4,aphantasia,aphantasia,1,0,aphantasia
2927,Female,50,1,10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['mostly', 'red', 'black', 'coming', 'gray', 'pulsing', 'hard', 'describe', 'sometimes', 'slightly', 'wavy', 'near', 'edge', 'basic', 'shape', 'grey', 'flickering', 'would', 'change', 'somewhat', 'oval', 'square', 'mostly', 'red', 'orange', 'flash', 'dark', 'grey', 'never', 'completely', 'losing', 'red', 'dominant']",,,,,Became relaxed or sleepy,"It was nighttime in a dark room so the sleepiness felt somewhat related to time of day at least as much as from the experience, but I did get a little sleepy. Partly it's that my eyes felt tired, wanted to blink and keep 'em shut. However, I noticed that it was meditative in that I didn't have many thoughts throughout the 10 minutes which can be pretty unusual for a 10 minute meditation",,3.0303030303030303,1.11128934934375,0.3558956580624999,0.9588727068124998,0.8296642044062501,0.3444348824375,3.313013831093751,0.6814962749375001,1.0919632380000002,2.4574601910625,0.9262288817499996,0.5957916981562501,3.51814557125,2.5245827281562496,3.57605568515625,-1.298658456446869,33,aphantasia,aphantasia,1,0,aphantasia
2928,Male,43,2,10min.,Yes,Computer,"Somewhat enjoyable, but easy to stop","Distortions (e.g., screen warping or rotating), Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","['mostly', 'repeating', 'geometric', 'pattern']",They began to emerge immediately,Constantly,"Clear, but not vivid","Constant, morphing from one image to the next","Lost a sense of time, Lost a sense of space",,All over the screen,25.0,1.5413943356666666,0.1550925926666666,1.2347494553333334,0.4859749456666666,0.1909041393333333,3.3255718953333333,0.2071078429999999,0.8904411763333334,2.244117647,0.574019608,0.3551470586666667,3.3255718953333333,2.244117647,3.3255718953333333,-0.9806776317208588,4,aphantasia,aphantasia,1,0,aphantasia
2929,Male,35,0,10min.,Yes,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['mostly', 'repeating', 'shape', 'nonsense']",1-2 minutes,Constantly,"Weak, faint, or insubstantial","Constant, morphing from one image to the next","No change, fully alert in the here and now",,,25.0,1.98583878,0.1503267976666666,1.47167756,0.7309368190000001,0.1481481483333333,3.2908496730000003,0.521164021,1.2666666666666668,2.371957672,1.2637566136666667,0.6267195766666666,3.624183006333334,2.371957672,3.624183006333334,-1.6166392811728794,4,aphantasia,aphantasia,1,0,aphantasia
2930,Female,20,10,10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex objects (e.g., animals, faces, buildings)","['mostly', 'rotating', 'x', 'also', 'circle', 'sometimes', 'rotating', 'square', 'line', 'colour', 'sometimes', 'changed', 'white', 'instead', 'red', 'dark', 'blue', 'instead', 'black', 'especially', 'near', 'corner', 'vision', 'whatever', 'shape', 'always', 'moving', 'around', 'usually', 'rotating', 'also', 'black', 'spot', 'rarely', 'towards', 'end', 'one', 'looked', 'like', 'character', 'baymax', 'side', 'view', 'one', 'could', 'identify', 'shape']",They began to emerge immediately,"Constantly, There was never a moment where I didn't see any shape","Clear, vivid, and/or bright","Persisting several seconds, They only disappeared when I blinked, not on their own, but they never changed shape (I think I blinked a lot because after a bit, looking at the screen got a little uncomfortable)","No change, fully alert in the here and now",,"Whereever I was looking at the moment, although I tried to focus on the center of the screen. Always in the center of my view",8.51063829787234,0.98799489572093,0.1733101651860464,0.9344578918604648,0.8177800237674419,0.2161521587674418,3.1757219964883716,0.7432846732093021,1.212171126744186,2.461696399744186,0.8735531357906976,0.680482403744186,3.265169152348837,2.5071492419767445,3.38233977227907,1.5631689660872228,47,hyperphantasia,hyperphantasia,3,3,hyperphantasia
2931,Male,44,6,Longer than 10min.,Yes,Computer,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","['mostly', 'round', 'shape', 'sometimes', 'one', 'center', 'gaze', 'sometimes', 'lot', 'mostly', 'rotated', 'mostly', 'counterclockwise', 'able', 'see', 'rotate', 'clockwise', 'thought', 'long', 'tendril', 'like', 'reminding', 'fractal', 'spot', 'starbursts', 'primarily', 'seemed', 'red', 'blue', 'dark', 'blue', 'eye', 'partially', 'closed', 'like', 'blink', 'movement', 'sped', 'quite', 'bit', 'like', 'time', 'fast', 'exiting', 'ganzflicker', 'could', 'see', 'several', 'trail', 'mouse', 'changing', 'window', 'seemed', 'stutter', 'could', 'see', 'refresh', 'rate', 'monitor', 'faded', 'second']",A few seconds,Constantly,"Clear, but not vivid",Brief moment or flash,Became relaxed or sleepy,"Very relaxed for most of it, eyes got a little bit droopy. I've had similar experiences with light shows set to music. State is very similar to the calm after a meditation.",All over the screen,14.754098360655735,1.1264905889615384,0.2608655585384615,0.9374779813653844,1.0583686928653846,0.2803582667115384,3.2146264913269227,0.8237039401923075,1.2460753772115385,2.59572000826923,1.0003084531346154,0.6991870049615384,3.474134140557692,2.824985686942308,3.607060390173077,0.2912456671831819,61,typical_imagery,typical_imagery,0,2,typical_imagery
2932,Male,43,1,Less than 10min.,Yes,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","['mostly', 'faint', 'web', 'occasionally', 'felt', 'like', 'color', 'moving', 'outside', 'display', 'flashing', 'periphery', 'time', 'color', 'display', 'solid', 'red', 'flashing']",1-2 minutes,Frequently,"Weak, faint, or insubstantial",Brief moment or flash,Became relaxed or sleepy,"I felt mostly relaxed, but I was a little worried that I might have a seizure because the flashing was intense. So, there was some anxiety there.","In the periphery, All over the screen",11.11111111111111,1.16765496775,0.4429355195624999,1.5252137417500002,1.2183106915000002,0.5873946369999999,3.4418257374375,1.1429948956249998,1.8204749233749995,2.7445173749999996,1.0991786255625,1.1859026573749998,3.704200424125,2.9160766503124997,3.884467756687499,-1.298658456446869,18,aphantasia,aphantasia,1,0,aphantasia
